Read Group Name GATK,Paivi Sample Name for Libraries
P4_BC4_sorted_rg,EU-85-2
P4_BC5_sorted_rg,AL-8-9
P4_BC6_sorted_rg,EU-15-1
P4_BC7_sorted_rg,EU-82-1
P4_BC8_sorted_rg,AL-3-1
P4_BC9_sorted_rg,EU-48-3
P5_BC10_sorted_rg,EL-12-3
P5_BC11_sorted_rg,CL-5-2
P5_BC12_sorted_rg,AU-27-6
P5_BC13_sorted_rg,CU-70-2
P5_BC14_sorted_rg,EL-16-2
P5_BC15_sorted_rg,AU-24-4
P5_BC16_sorted_rg,AU-10-3
P5_BC17_sorted_rg,CU-3-1
P5_BC18_sorted_rg,EU-76-1
P5_BC19_sorted_rg,EU-53-1
P5_BC1_sorted_rg,EL-17-1
P5_BC20_sorted_rg,AU-11-2
P5_BC21_sorted_rg,CU-40-1
P5_BC22_sorted_rg,EU-48-2
P5_BC23_sorted_rg,EL-2-2
P5_BC24_sorted_rg,EL-67-1
P5_BC25_sorted_rg,CU-39-1
P5_BC26_sorted_rg,EU-19-2
P5_BC27_sorted_rg,EL-91-2
P5_BC28_sorted_rg,CU-15-2
P5_BC29_sorted_rg,CU-26-3
P5_BC2_sorted_rg,EL-22-1
P5_BC30_sorted_rg,EU-13-1
P5_BC31_sorted_rg,AL-5-10
P5_BC32_sorted_rg,CU-9-3
P5_BC33_sorted_rg,AL-1-2
P5_BC34_sorted_rg,CU-74-1
P5_BC35_sorted_rg,EU-21-1
P5_BC36_sorted_rg,CL-31-3
P5_BC37_sorted_rg,EU-15-2
P5_BC38_sorted_rg,EL-34-3
P5_BC39_sorted_rg,EL-89-1
P5_BC3_sorted_rg,CU-18-1
P5_BC40_sorted_rg,AL-6-8
P5_BC41_sorted_rg,AL-10-9
P5_BC42_sorted_rg,CU-17-1
P5_BC43_sorted_rg,CU-14-2
P5_BC44_sorted_rg,CU-5-3
P5_BC45_sorted_rg,EU-11-3
P5_BC46_sorted_rg,EL-21-3
P5_BC47_sorted_rg,CU-62-1
P5_BC48_sorted_rg,AU-3-6
P5_BC4_sorted_rg,HHR-6
P5_BC5_sorted_rg,EL-97-1
P5_BC6_sorted_rg,AU-11-4
P5_BC7_sorted_rg,AL-3-7
P5_BC8_sorted_rg,AU-9-7
P5_BC9_sorted_rg,AU-13-2
P6_BC10_sorted_rg,AU-21-1
P6_BC11_sorted_rg,CU-6-3
P6_BC12_sorted_rg,CU-52-2
P6_BC13_sorted_rg,CL-22-3
P6_BC14_sorted_rg,AU-14-7
P6_BC15_sorted_rg,AL-5-3
